COUNTRY,DATE,ISO3,WHO_REGION,TOTAL_CONF_CASES,TOTAL_PROB_CASES,TOTAL_CONF_DEATHS,NEW_CONF_CASES,NEW_PROB_CASES,NEW_CONF_DEATHS
Netherlands,2022-10-07,NLD,EURO,1221,0,0,2,0,0
Norway,2022-10-07,NOR,EURO,92,0,0,0,0,0
Poland,2022-10-07,POL,EURO,195,0,0,0,0,0
Portugal,2022-10-07,PRT,EURO,930,0,0,4,0,0
Republic of Moldova,2022-10-07,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-07,ROU,EURO,40,0,0,0,0,0
Russian Federation,2022-10-07,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-07,SMR,EURO,0,0,0,0,0,0
Serbia,2022-10-07,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-07,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-07,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-07,ESP,EURO,7209,0,2,0,0,0
Sweden,2022-10-07,SWE,EURO,198,0,0,0,0,0
Switzerland,2022-10-07,CHE,EURO,517,0,0,1,0,0
The United Kingdom,2022-10-07,GBR,EURO,3654,0,0,0,0,0
Türkiye,2022-10-07,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-07,UKR,EURO,4,0,0,0,0,0
Benin,2022-10-09,BEN,AFRO,3,0,0,0,0,0
Cameroon,2022-10-09,CMR,AFRO,10,0,3,0,0,0
Central African Republic,2022-10-09,CAF,AFRO,25,0,0,0,0,0
China,2022-10-09,CHN,WPRO,6,0,0,1,0,0
Congo,2022-10-09,COG,AFRO,5,0,0,0,0,0
Democratic Republic of the Congo,2022-10-09,COD,AFRO,228,NA,0,26,NA,0
Ghana,2022-10-09,GHA,AFRO,105,0,4,0,0,0
Liberia,2022-10-09,LBR,AFRO,3,0,0,0,0,0
Mozambique,2022-10-09,MOZ,AFRO,1,0,0,1,0,0
Nigeria,2022-10-09,NGA,AFRO,530,0,7,49,0,0
South Africa,2022-10-09,ZAF,AFRO,5,0,0,0,0,0
Andorra,2022-10-10,AND,EURO,4,0,0,0,0,0
Argentina,2022-10-10,ARG,AMRO,633,0,1,93,0,0
Aruba,2022-10-10,ABW,AMRO,3,0,0,0,0,0
Austria,2022-10-10,AUT,EURO,317,0,0,0,0,0
Bahamas,2022-10-10,BHS,AMRO,2,0,0,0,0,0
Barbados,2022-10-10,BRB,AMRO,1,0,0,0,0,0
Belgium,2022-10-10,BEL,EURO,775,0,1,0,0,0
Bermuda,2022-10-10,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2022-10-10,BOL,AMRO,234,0,0,17,0,0
Bosnia and Herzegovina,2022-10-10,BIH,EURO,6,0,0,0,0,0
Brazil,2022-10-10,BRA,AMRO,9603,0,7,260,0,4
Bulgaria,2022-10-10,BGR,EURO,6,0,0,0,0,0
Canada,2022-10-10,CAN,AMRO,1456,0,0,3,0,0
Chile,2022-10-10,CHL,AMRO,1148,0,0,41,0,0
Colombia,2022-10-10,COL,AMRO,3496,0,0,192,0,0
Costa Rica,2022-10-10,CRI,AMRO,9,0,0,1,0,0
Croatia,2022-10-10,HRV,EURO,29,0,0,0,0,0
Cuba,2022-10-10,CUB,AMRO,4,0,1,0,0,0
Curaçao,2022-10-10,CUW,AMRO,3,0,0,0,0,0
Cyprus,2022-10-10,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-10,CZE,EURO,72,0,1,0,0,0
Denmark,2022-10-10,DNK,EURO,187,0,0,0,0,0
Dominican Republic,2022-10-10,DOM,AMRO,77,0,1,4,0,0
Ecuador,2022-10-10,ECU,AMRO,256,0,2,33,0,0
El Salvador,2022-10-10,SLV,AMRO,10,0,0,0,0,0
Estonia,2022-10-10,EST,EURO,11,0,0,0,0,0
Finland,2022-10-10,FIN,EURO,41,0,0,1,0,0
France,2022-10-10,FRA,EURO,4043,0,0,0,0,0
Georgia,2022-10-10,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-10,DEU,EURO,3645,0,0,0,0,0
Gibraltar,2022-10-10,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-10,GRC,EURO,82,0,0,0,0,0
Greenland,2022-10-10,GRL,EURO,2,0,0,0,0,0
Guadeloupe,2022-10-10,GLP,AMRO,1,0,0,0,0,0
Guatemala,2022-10-10,GTM,AMRO,60,0,0,15,0,0
Guyana,2022-10-10,GUY,AMRO,2,0,0,0,0,0
Honduras,2022-10-10,HND,AMRO,6,0,0,0,0,0
Hungary,2022-10-10,HUN,EURO,78,0,0,0,0,0
Iceland,2022-10-10,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-10,IRL,EURO,198,0,0,3,0,0
Israel,2022-10-10,ISR,EURO,254,0,0,0,0,0
Italy,2022-10-10,ITA,EURO,854,0,0,0,0,0
Jamaica,2022-10-10,JAM,AMRO,15,0,0,1,0,0
Latvia,2022-10-10,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-10,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-10,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-10,MLT,EURO,33,0,0,0,0,0
Martinique,2022-10-10,MTQ,AMRO,1,0,0,0,0,0
Mexico,2022-10-10,MEX,AMRO,2835,0,12,227,0,1
Monaco,2022-10-10,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-10,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-10,NLD,EURO,1221,0,0,0,0,0
Norway,2022-10-10,NOR,EURO,92,0,0,0,0,0
Panama,2022-10-10,PAN,AMRO,17,0,0,1,0,0
Paraguay,2022-10-10,PRY,AMRO,3,0,0,1,0,0
Peru,2022-10-10,PER,AMRO,3093,0,18,137,0,1
Poland,2022-10-10,POL,EURO,195,0,0,0,0,0
Portugal,2022-10-10,PRT,EURO,930,0,0,0,0,0
Republic of Moldova,2022-10-10,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-10,ROU,EURO,40,0,0,0,0,0
Russian Federation,2022-10-10,RUS,EURO,2,0,0,0,0,0
Saint Martin,2022-10-10,MAF,AMRO,1,0,0,0,0,0
San Marino,2022-10-10,SMR,EURO,1,0,0,1,0,0
Serbia,2022-10-10,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-10,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-10,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-10,ESP,EURO,7219,0,2,10,0,0
Sweden,2022-10-10,SWE,EURO,198,0,0,0,0,0
Switzerland,2022-10-10,CHE,EURO,517,0,0,0,0,0
The United Kingdom,2022-10-10,GBR,EURO,3654,0,0,0,0,0
Türkiye,2022-10-10,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-10,UKR,EURO,5,0,0,1,0,0
United States of America,2022-10-10,USA,AMRO,28307,0,48,473,0,4
Uruguay,2022-10-10,URY,AMRO,13,0,0,2,0,0
Venezuela (Bolivarian Republic of),2022-10-10,VEN,AMRO,10,0,0,2,0,0
Andorra,2022-10-11,AND,EURO,4,0,0,0,0,0
Austria,2022-10-11,AUT,EURO,317,0,0,0,0,0
Belgium,2022-10-11,BEL,EURO,778,0,1,3,0,0
Bosnia and Herzegovina,2022-10-11,BIH,EURO,6,0,0,0,0,0
Bulgaria,2022-10-11,BGR,EURO,6,0,0,0,0,0
Croatia,2022-10-11,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-10-11,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-11,CZE,EURO,72,0,1,0,0,0
Denmark,2022-10-11,DNK,EURO,189,0,0,2,0,0
Estonia,2022-10-11,EST,EURO,11,0,0,0,0,0
Finland,2022-10-11,FIN,EURO,41,0,0,0,0,0
France,2022-10-11,FRA,EURO,4043,0,0,0,0,0
Georgia,2022-10-11,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-11,DEU,EURO,3651,0,0,6,0,0
Gibraltar,2022-10-11,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-11,GRC,EURO,82,0,0,0,0,0
Greenland,2022-10-11,GRL,EURO,2,0,0,0,0,0
Hungary,2022-10-11,HUN,EURO,78,0,0,0,0,0
Iceland,2022-10-11,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-11,IRL,EURO,198,0,0,0,0,0
Israel,2022-10-11,ISR,EURO,254,0,0,0,0,0
Italy,2022-10-11,ITA,EURO,856,0,0,2,0,0
Latvia,2022-10-11,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-11,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-11,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-11,MLT,EURO,33,0,0,0,0,0
Monaco,2022-10-11,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-11,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-11,NLD,EURO,1223,0,0,2,0,0
New Zealand,2022-10-11,NZL,WPRO,34,0,0,23,0,0
Norway,2022-10-11,NOR,EURO,92,0,0,0,0,0
Poland,2022-10-11,POL,EURO,196,0,0,1,0,0
Portugal,2022-10-11,PRT,EURO,930,0,0,0,0,0
Republic of Moldova,2022-10-11,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-11,ROU,EURO,41,0,0,1,0,0
Russian Federation,2022-10-11,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-11,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-11,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-11,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-11,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-11,ESP,EURO,7239,0,2,20,0,0
Sweden,2022-10-11,SWE,EURO,202,0,0,4,0,0
Switzerland,2022-10-11,CHE,EURO,521,0,0,4,0,0
The United Kingdom,2022-10-11,GBR,EURO,3654,0,0,0,0,0
Türkiye,2022-10-11,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-11,UKR,EURO,5,0,0,0,0,0
Andorra,2022-10-12,AND,EURO,4,0,0,0,0,0
Austria,2022-10-12,AUT,EURO,320,0,0,3,0,0
Belgium,2022-10-12,BEL,EURO,779,0,1,1,0,0
Bosnia and Herzegovina,2022-10-12,BIH,EURO,9,0,0,3,0,0
Bulgaria,2022-10-12,BGR,EURO,6,0,0,0,0,0
Croatia,2022-10-12,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-10-12,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-12,CZE,EURO,72,0,1,0,0,0
Denmark,2022-10-12,DNK,EURO,189,0,0,0,0,0
Estonia,2022-10-12,EST,EURO,11,0,0,0,0,0
Finland,2022-10-12,FIN,EURO,41,0,0,0,0,0
France,2022-10-12,FRA,EURO,4043,0,0,0,0,0
Georgia,2022-10-12,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-12,DEU,EURO,3651,0,0,0,0,0
Gibraltar,2022-10-12,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-12,GRC,EURO,82,0,0,0,0,0
Greenland,2022-10-12,GRL,EURO,2,0,0,0,0,0
Hungary,2022-10-12,HUN,EURO,78,0,0,0,0,0
Iceland,2022-10-12,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-12,IRL,EURO,198,0,0,0,0,0
Israel,2022-10-12,ISR,EURO,254,0,0,0,0,0
Italy,2022-10-12,ITA,EURO,856,0,0,0,0,0
Latvia,2022-10-12,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-12,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-12,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-12,MLT,EURO,33,0,0,0,0,0
Monaco,2022-10-12,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-12,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-12,NLD,EURO,1223,0,0,0,0,0
Norway,2022-10-12,NOR,EURO,92,0,0,0,0,0
Poland,2022-10-12,POL,EURO,196,0,0,0,0,0
Portugal,2022-10-12,PRT,EURO,930,0,0,0,0,0
Republic of Moldova,2022-10-12,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-12,ROU,EURO,41,0,0,0,0,0
Russian Federation,2022-10-12,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-12,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-12,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-12,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-12,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-12,ESP,EURO,7239,0,2,0,0,0
Sweden,2022-10-12,SWE,EURO,202,0,0,0,0,0
Switzerland,2022-10-12,CHE,EURO,521,0,0,0,0,0
The United Kingdom,2022-10-12,GBR,EURO,3654,0,0,0,0,0
Türkiye,2022-10-12,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-12,UKR,EURO,5,0,0,0,0,0
Andorra,2022-10-13,AND,EURO,4,0,0,0,0,0
Austria,2022-10-13,AUT,EURO,320,0,0,0,0,0
Belgium,2022-10-13,BEL,EURO,779,0,1,0,0,0
Bosnia and Herzegovina,2022-10-13,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-10-13,BGR,EURO,6,0,0,0,0,0
Croatia,2022-10-13,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-10-13,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-13,CZE,EURO,72,0,1,0,0,0
Denmark,2022-10-13,DNK,EURO,189,0,0,0,0,0
Estonia,2022-10-13,EST,EURO,11,0,0,0,0,0
Finland,2022-10-13,FIN,EURO,41,0,0,0,0,0
France,2022-10-13,FRA,EURO,4064,0,0,21,0,0
Georgia,2022-10-13,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-13,DEU,EURO,3651,0,0,0,0,0
Gibraltar,2022-10-13,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-13,GRC,EURO,82,0,0,0,0,0
Greenland,2022-10-13,GRL,EURO,2,0,0,0,0,0
Hungary,2022-10-13,HUN,EURO,78,0,0,0,0,0
Iceland,2022-10-13,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-13,IRL,EURO,198,0,0,0,0,0
Israel,2022-10-13,ISR,EURO,254,0,0,0,0,0
Italy,2022-10-13,ITA,EURO,856,0,0,0,0,0
Latvia,2022-10-13,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-13,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-13,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-13,MLT,EURO,33,0,0,0,0,0
Monaco,2022-10-13,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-13,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-13,NLD,EURO,1223,0,0,0,0,0
New Zealand,2022-10-13,NZL,WPRO,23,0,0,-11,0,0
Norway,2022-10-13,NOR,EURO,92,0,0,0,0,0
Poland,2022-10-13,POL,EURO,196,0,0,0,0,0
Portugal,2022-10-13,PRT,EURO,930,0,0,0,0,0
Republic of Moldova,2022-10-13,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-13,ROU,EURO,41,0,0,0,0,0
Russian Federation,2022-10-13,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-13,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-13,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-13,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-13,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-13,ESP,EURO,7239,0,2,0,0,0
Sweden,2022-10-13,SWE,EURO,202,0,0,0,0,0
Switzerland,2022-10-13,CHE,EURO,521,0,0,0,0,0
The United Kingdom,2022-10-13,GBR,EURO,3654,0,0,0,0,0
Türkiye,2022-10-13,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-13,UKR,EURO,5,0,0,0,0,0
Andorra,2022-10-14,AND,EURO,4,0,0,0,0,0
Austria,2022-10-14,AUT,EURO,320,0,0,0,0,0
Belgium,2022-10-14,BEL,EURO,779,0,1,0,0,0
Bosnia and Herzegovina,2022-10-14,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-10-14,BGR,EURO,6,0,0,0,0,0
Croatia,2022-10-14,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-10-14,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-14,CZE,EURO,70,0,1,-2,0,0
Denmark,2022-10-14,DNK,EURO,189,0,0,0,0,0
Estonia,2022-10-14,EST,EURO,11,0,0,0,0,0
Finland,2022-10-14,FIN,EURO,41,0,0,0,0,0
France,2022-10-14,FRA,EURO,4064,0,0,0,0,0
Georgia,2022-10-14,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-14,DEU,EURO,3651,0,0,0,0,0
Gibraltar,2022-10-14,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-14,GRC,EURO,82,0,0,0,0,0
Greenland,2022-10-14,GRL,EURO,2,0,0,0,0,0
Hungary,2022-10-14,HUN,EURO,78,0,0,0,0,0
Iceland,2022-10-14,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-14,IRL,EURO,198,0,0,0,0,0
Israel,2022-10-14,ISR,EURO,254,0,0,0,0,0
Italy,2022-10-14,ITA,EURO,881,0,0,25,0,0
Latvia,2022-10-14,LVA,EURO,6,0,0,0,0,0
Lebanon,2022-10-14,LBN,EMRO,18,0,0,4,0,0
Lithuania,2022-10-14,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-14,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-14,MLT,EURO,33,0,0,0,0,0
Monaco,2022-10-14,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-14,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-14,NLD,EURO,1223,0,0,0,0,0
Norway,2022-10-14,NOR,EURO,92,0,0,0,0,0
Poland,2022-10-14,POL,EURO,196,0,0,0,0,0
Portugal,2022-10-14,PRT,EURO,940,0,0,10,0,0
Republic of Moldova,2022-10-14,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-14,ROU,EURO,41,0,0,0,0,0
Russian Federation,2022-10-14,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-14,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-14,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-14,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-14,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-14,ESP,EURO,7239,0,2,0,0,0
Sweden,2022-10-14,SWE,EURO,206,0,0,4,0,0
Switzerland,2022-10-14,CHE,EURO,521,0,0,0,0,0
The United Kingdom,2022-10-14,GBR,EURO,3654,0,0,0,0,0
Türkiye,2022-10-14,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-14,UKR,EURO,5,0,0,0,0,0
Benin,2022-10-16,BEN,AFRO,3,0,0,0,0,0
Cameroon,2022-10-16,CMR,AFRO,12,0,3,2,0,0
Central African Republic,2022-10-16,CAF,AFRO,28,0,0,3,0,0
Congo,2022-10-16,COG,AFRO,5,0,0,0,0,0
Democratic Republic of the Congo,2022-10-16,COD,AFRO,235,NA,0,7,NA,0
Ghana,2022-10-16,GHA,AFRO,106,0,4,1,0,0
Liberia,2022-10-16,LBR,AFRO,3,0,0,0,0,0
Mozambique,2022-10-16,MOZ,AFRO,1,0,0,0,0,0
Nigeria,2022-10-16,NGA,AFRO,552,0,7,22,0,0
South Africa,2022-10-16,ZAF,AFRO,5,0,0,0,0,0
Andorra,2022-10-17,AND,EURO,4,0,0,0,0,0
Argentina,2022-10-17,ARG,AMRO,697,0,1,64,0,0
Aruba,2022-10-17,ABW,AMRO,3,0,0,0,0,0
Austria,2022-10-17,AUT,EURO,321,0,0,1,0,0
Bahamas,2022-10-17,BHS,AMRO,2,0,0,0,0,0
Barbados,2022-10-17,BRB,AMRO,1,0,0,0,0,0
Belgium,2022-10-17,BEL,EURO,779,0,1,0,0,0
Bermuda,2022-10-17,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2022-10-17,BOL,AMRO,240,0,0,6,0,0
Bosnia and Herzegovina,2022-10-17,BIH,EURO,9,0,0,0,0,0
Brazil,2022-10-17,BRA,AMRO,9817,0,8,214,0,1
Bulgaria,2022-10-17,BGR,EURO,6,0,0,0,0,0
Canada,2022-10-17,CAN,AMRO,1458,0,0,2,0,0
Chile,2022-10-17,CHL,AMRO,1183,0,0,35,0,0
Colombia,2022-10-17,COL,AMRO,3630,0,0,134,0,0
Costa Rica,2022-10-17,CRI,AMRO,11,0,0,2,0,0
Croatia,2022-10-17,HRV,EURO,29,0,0,0,0,0
Cuba,2022-10-17,CUB,AMRO,4,0,1,0,0,0
Curaçao,2022-10-17,CUW,AMRO,3,0,0,0,0,0
Cyprus,2022-10-17,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-17,CZE,EURO,70,0,1,0,0,0
Denmark,2022-10-17,DNK,EURO,189,0,0,0,0,0
Dominican Republic,2022-10-17,DOM,AMRO,79,0,1,2,0,0
Ecuador,2022-10-17,ECU,AMRO,290,0,2,34,0,0
El Salvador,2022-10-17,SLV,AMRO,13,0,0,3,0,0
Estonia,2022-10-17,EST,EURO,11,0,0,0,0,0
Finland,2022-10-17,FIN,EURO,41,0,0,0,0,0
France,2022-10-17,FRA,EURO,4064,0,0,0,0,0
Georgia,2022-10-17,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-17,DEU,EURO,3651,0,0,0,0,0
Gibraltar,2022-10-17,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-17,GRC,EURO,82,0,0,0,0,0
Greenland,2022-10-17,GRL,EURO,2,0,0,0,0,0
Guadeloupe,2022-10-17,GLP,AMRO,1,0,0,0,0,0
Guatemala,2022-10-17,GTM,AMRO,81,0,0,21,0,0
Guyana,2022-10-17,GUY,AMRO,2,0,0,0,0,0
Honduras,2022-10-17,HND,AMRO,8,0,0,2,0,0
Hungary,2022-10-17,HUN,EURO,78,0,0,0,0,0
Iceland,2022-10-17,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-17,IRL,EURO,198,0,0,0,0,0
Israel,2022-10-17,ISR,EURO,254,0,0,0,0,0
Italy,2022-10-17,ITA,EURO,881,0,0,0,0,0
Jamaica,2022-10-17,JAM,AMRO,16,0,0,1,0,0
Latvia,2022-10-17,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-17,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-17,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-17,MLT,EURO,33,0,0,0,0,0
Martinique,2022-10-17,MTQ,AMRO,1,0,0,0,0,0
Mexico,2022-10-17,MEX,AMRO,2999,0,12,164,0,0
Monaco,2022-10-17,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-17,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-17,NLD,EURO,1223,0,0,0,0,0
New Zealand,2022-10-17,NZL,WPRO,28,0,0,5,0,0
Norway,2022-10-17,NOR,EURO,92,0,0,0,0,0
Panama,2022-10-17,PAN,AMRO,17,0,0,0,0,0
Paraguay,2022-10-17,PRY,AMRO,3,0,0,0,0,0
Peru,2022-10-17,PER,AMRO,3216,0,20,123,0,2
Poland,2022-10-17,POL,EURO,196,0,0,0,0,0
Portugal,2022-10-17,PRT,EURO,940,0,0,0,0,0
Republic of Moldova,2022-10-17,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-17,ROU,EURO,41,0,0,0,0,0
Russian Federation,2022-10-17,RUS,EURO,2,0,0,0,0,0
Saint Martin,2022-10-17,MAF,AMRO,1,0,0,0,0,0
San Marino,2022-10-17,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-17,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-17,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-17,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-17,ESP,EURO,7239,0,2,0,0,0
Sweden,2022-10-17,SWE,EURO,206,0,0,0,0,0
Switzerland,2022-10-17,CHE,EURO,521,0,0,0,0,0
The United Kingdom,2022-10-17,GBR,EURO,3673,0,0,19,0,0
Türkiye,2022-10-17,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-17,UKR,EURO,5,0,0,0,0,0
United States of America,2022-10-17,USA,AMRO,28671,0,49,364,0,1
Uruguay,2022-10-17,URY,AMRO,14,0,0,1,0,0
Venezuela (Bolivarian Republic of),2022-10-17,VEN,AMRO,10,0,0,0,0,0
Australia,2022-10-18,AUS,WPRO,140,0,0,2,0,0
India,2022-10-18,IND,SEARO,12,0,1,0,0,0
Indonesia,2022-10-18,IDN,SEARO,1,0,0,0,0,0
Thailand,2022-10-18,THA,SEARO,11,0,0,1,0,0
Andorra,2022-10-19,AND,EURO,4,0,0,0,0,0
Austria,2022-10-19,AUT,EURO,323,0,0,2,0,0
Belgium,2022-10-19,BEL,EURO,784,0,1,5,0,0
Bosnia and Herzegovina,2022-10-19,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-10-19,BGR,EURO,6,0,0,0,0,0
Croatia,2022-10-19,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-10-19,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-19,CZE,EURO,70,0,1,0,0,0
Denmark,2022-10-19,DNK,EURO,191,0,0,2,0,0
Estonia,2022-10-19,EST,EURO,11,0,0,0,0,0
Finland,2022-10-19,FIN,EURO,41,0,0,0,0,0
France,2022-10-19,FRA,EURO,4084,0,0,20,0,0
Georgia,2022-10-19,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-19,DEU,EURO,3656,0,0,5,0,0
Gibraltar,2022-10-19,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-19,GRC,EURO,82,0,0,0,0,0
Greenland,2022-10-19,GRL,EURO,2,0,0,0,0,0
Hungary,2022-10-19,HUN,EURO,79,0,0,1,0,0
Iceland,2022-10-19,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-19,IRL,EURO,200,0,0,2,0,0
Israel,2022-10-19,ISR,EURO,257,0,0,3,0,0
Italy,2022-10-19,ITA,EURO,888,0,0,7,0,0
Latvia,2022-10-19,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-19,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-19,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-19,MLT,EURO,33,0,0,0,0,0
Monaco,2022-10-19,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-19,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-19,NLD,EURO,1226,0,0,3,0,0
Norway,2022-10-19,NOR,EURO,92,0,0,0,0,0
Poland,2022-10-19,POL,EURO,201,0,0,5,0,0
Portugal,2022-10-19,PRT,EURO,940,0,0,0,0,0
Republic of Moldova,2022-10-19,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-19,ROU,EURO,41,0,0,0,0,0
Russian Federation,2022-10-19,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-19,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-19,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-19,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-19,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-19,ESP,EURO,7277,0,2,38,0,0
Sudan,2022-10-19,SDN,EMRO,18,0,1,1,0,0
Sweden,2022-10-19,SWE,EURO,207,0,0,1,0,0
Switzerland,2022-10-19,CHE,EURO,542,0,0,21,0,0
The United Kingdom,2022-10-19,GBR,EURO,3686,0,0,13,0,0
Türkiye,2022-10-19,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-19,UKR,EURO,5,0,0,0,0,0
Viet Nam,2022-10-19,VNM,WPRO,2,0,0,1,0,0
